TIME[S],pos_X,pos_Y,pos_Z,vel_X,vel_Y,vel_Z,x_cartesian,y_cartesian,z_cartesian
32.000150203704834,-1388251.86992937,-5270045.50281605,3307304.98054717,-21.6348276862435,-92.8843433172507,69.0185636321457,-14.9037634376436,-68.2398200016469,2495.84877874795
33.000160217285156,-1388273.93563113,-5270140.29894046,3307375.88527946,-22.5357650125524,-96.8407721431788,72.8118376746628,-25.0412376597524,-64.9542849622667,2615.80683410633
34.000160217285156,-1388297.03316332,-5270239.10220164,3307450.52343558,-23.7058185850149,-100.898276595401,76.5111783421062,-36.2228403361514,-61.6420278921723,2741.23919265252
35.00017023086548,-1388321.41785779,-5270342.03891405,3307528.78268787,-25.0723707142357,-105.086562385732,80.0336331008162,-48.2554250992835,-58.5541260931641,2872.24760918971
36.00017023086548,-1388347.18337306,-5270449.21776105,3307610.50596311,-26.5336648146958,-109.405315364307,83.4596197188207,-60.9378191623837,-55.7640970163047,3008.86084011197
37.00017023086548,-1388374.45002542,-5270560.75746087,3307695.6320441,-27.9959323614407,-113.809254112445,86.8624381230967,-74.142215449363,-53.3726016785949,3151.17147250939
38.0001802444458,-1388403.13325756,-5270676.71732732,3307784.17775176,-29.3834252529965,-118.253039781989,90.3018411280351,-87.8643431812525,-51.2663582395762,3299.21885643899
39.0001802444458,-1388433.202546,-5270797.15823041,3307876.18738526,-30.7564032968464,-122.765621339109,93.7652239162666,-102.115489343181,-49.3927175067365,3453.06965152733
40.00019025802612,-1388464.62402863,-5270922.14334801,3307971.64819945,-32.1182488943243,-127.358997813617,97.2178767963332,-116.857481410727,-47.6945721860975,3612.76210293546
41.00019025802612,-1388497.40426117,-5271051.75524137,3308070.54173677,-33.4469896101735,-132.045776193361,100.641359944303,-132.032209597528,-46.154739247635,3778.35631740652
42.000200271606445,-1388531.54852698,-5271186.12392357,3308172.81577709,-34.8217614346419,-136.86252587009,103.941862028374,-147.529097799212,-44.740467723459,3949.93383498397
43.000200271606445,-1388567.04502352,-5271325.39989477,3308278.30045697,-36.1536560383784,-141.874147361694,107.079852545465,-163.129057750106,-43.3935943152755,4127.52837415226
44.00021028518677,-1388603.81675757,-5271469.86198916,3308386.81264618,-37.4052013764814,-147.207829215363,109.937951467694,-178.545957094058,-41.944055845961,4311.25866315328
45.00021028518677,-1388641.90381154,-5271619.73736746,3308498.01923215,-38.7858014264096,-152.747013267527,112.484785594354,-193.376014659181,-40.3695334885269,4501.14838987123
46.00022029876709,-1388681.51433621,-5271775.17850073,3308611.71708846,-40.4041048562787,-158.264490353604,115.001761547629,-207.341789759696,-38.8599248863757,4697.26353388932
47.00022029876709,-1388722.61877527,-5271935.9182598,3308728.01599145,-41.7070545329051,-163.205884573271,117.673264427137,-220.674917755648,-37.461357133463,4899.43377934303
48.00023031234741,-1388764.7733202,-5272101.25347464,3308847.07430879,-42.5420850672128,-167.456804200295,120.527030563764,-233.921815350652,-35.8815584331751,5107.06335115433
49.00023031234741,-1388807.64799105,-5272270.54825061,3308968.92751899,-43.1303322580166,-171.183275909537,123.155857158543,-247.475110722706,-33.9369163326919,5319.57312204782
50.000240087509155,-1388851.09598668,-5272443.37860231,3309093.15116281,-43.7404515986052,-174.504763944028,125.28424508348,-261.204121070914,-31.5877820402384,5536.36040423531
51.000240087509155,-1388895.10276661,-5272619.36111975,3309219.32560186,-44.2179774729742,-177.452149109757,127.116755348109,-274.944499655627,-28.9319087769836,5756.8873537071
52.00025010108948,-1388939.56469082,-5272797.97465019,3309347.23953692,-44.6792543141117,-179.790004065857,128.754073064129,-288.790671864524,-26.0073490068316,5980.5909496434
53.00025010108948,-1388984.55424338,-5272978.82277506,3309476.79643852,-45.3299383278981,-181.967303073666,130.425986745599,-302.849296129309,-23.0140533279628,6207.10918589961
54.0002601146698,-1389030.24949388,-5273161.91995028,3309607.95344415,-46.0170685983609,-184.301731417631,131.91053186926,-317.052970194258,-20.1489556133747,6436.47055116482
55.0002601146698,-1389076.54835989,-5273347.46307003,3309740.47567748,-46.4664917269535,-186.876954741427,133.204592644566,-331.115873992443,-17.2380854859948,6668.69371860102
56.0002601146698,-1389123.11858003,-5273535.637207,3309874.25590637,-46.6951743365127,-189.595451182712,134.548069448882,-344.897542698309,-13.8509223293513,6903.80369182024
57.00027012825012,-1389169.93857534,-5273726.52253828,3310009.56812597,-46.8850848243982,-192.15642433895,136.182745753989,-358.594621194527,-9.93927561491728,7142.00421275198
58.00027012825012,-1389217.05361372,-5273919.90494371,3310146.49892169,-47.3743870622715,-194.744570959414,137.786156435458,-372.382363555022,-5.6180826574564,7383.17305809818
59.000280141830444,-1389264.81275122,-5274115.98835178,3310284.97836018,-48.2183306816444,-197.484649314449,139.331516432473,-386.052753892727,-1.22107972949743,7627.5185324084
60.000280141830444,-1389313.44518646,-5274314.71604575,3310425.21355818,-49.029540227529,-199.997037004651,141.353403451298,-399.780790402554,2.97589107789099,7875.15112162195
61.00029015541077,-1389362.85794194,-5274515.95865486,3310567.63100756,-49.7926149749502,-202.55277087028,143.641523795787,-414.007672962733,7.03938827104867,8126.16492236871
62.00029015541077,-1389412.96049009,-5274719.83672844,3310712.2787746,-50.4334404714755,-205.386465191676,145.77779236082,-428.725899410434,11.1075639147311,8380.66481851321
63.00030016899109,-1389463.68032253,-5274926.71288718,3310858.99494243,-50.9899805585599,-208.506418973069,147.788523350916,-443.625030879863,15.3702248390764,8638.85077655874
64.00030016899109,-1389514.89599189,-5275136.8096754,3311007.68246792,-51.4555832474811,-211.790697456865,149.732585563813,-458.526700209826,20.0307493507862,8900.82996926364
65.00031018257141,-1389566.53446017,-5275350.27088908,3311158.26233193,-51.8183815131416,-215.292343725008,151.502942938892,-473.301020266488,25.2143688611686,9166.66436327901
66.00031018257141,-1389618.63063431,-5275567.30930884,3311310.65168116,-52.3951717956989,-218.892271385136,153.363435034781,-487.766044761986,30.9448898974806,9436.4944663737
67.00031995773315,-1389671.47176886,-5275788.00187503,3311464.88058978,-53.328081937295,-222.600235459871,155.288344803078,-501.871001332998,36.9206750951707,9710.46203384083
68.00031995773315,-1389725.31385909,-5276012.5220072,3311621.02635024,-54.3594477782676,-226.652821168107,157.089877645269,-515.561219962314,42.904143081978,9988.80626855418
69.00033020973206,-1389780.167658,-5276241.37441582,3311778.90922356,-55.2614056653216,-231.247342683172,158.694699825785,-528.42906980589,49.0332793407142,10271.8534690049
70.00033020973206,-1389835.86429031,-5276474.98382995,3311938.35704604,-56.1573433746766,-236.028979084145,160.402280057065,-540.137223814614,55.625112073496,10559.8286319114
71.00034022331238,-1389892.5785993,-5276713.20070006,3312099.88831508,-57.2447872473872,-240.412906703857,162.915568654158,-551.180136700161,62.4376296829432,10852.9152327208
72.00034022331238,-1389950.1882386,-5276955.55628366,3312264.44453766,-57.8644797100503,-244.437376093383,166.434926858717,-562.612241746858,69.4695195965469,11151.1876680292
73.0003502368927,-1390008.1485228,-5277202.0788986,3312432.81119301,-57.9766730541512,-248.744645735331,170.461443398992,-575.161391798407,77.3442090842873,11454.9583189031
74.0003502368927,-1390066.34175601,-5277452.90638741,3312605.11995532,-58.528772670115,-252.998797083576,174.234182742067,-588.886236502789,86.2354531977326,11764.3838383919
75.0003502368927,-1390125.43575137,-5277707.95168559,3312780.95821749,-59.7135345751559,-257.250031033977,177.467559883593,-603.390028569847,95.3631807956845,12079.3235775568
76.00036025047302,-1390185.81314309,-5277967.3611413,3312959.89220124,-61.0077374613283,-261.65225503268,180.509721224584,-618.17875926476,104.338853493333,12399.7567528822
77.00036025047302,-1390247.3958599,-5278231.20863841,3313141.79431257,-62.0914451405373,-266.187183202492,183.383857136628,-633.116790902801,113.272581445053,12725.6612363355
78.00037026405334,-1390310.00971795,-5278499.7078333,3313326.45915937,-63.1508489201656,-270.941742371052,186.00461268331,-647.944828907959,122.424516471103,13057.0691464338
79.00037026405334,-1390373.93307875,-5278772.87094905,3313513.83388599,-64.8589509030846,-275.432809255354,188.949171640837,-662.574930946343,131.484006023034,13394.0237686895
80.00038027763367,-1390439.97059562,-5279050.29305397,3313704.42041957,-67.1624272473175,-279.491273393094,192.370787754734,-677.531867417507,139.422359405085,13736.6260088282
81.00038027763367,-1390508.30444809,-5279331.97661483,3313898.24997368,-69.5562616345385,-284.148239475191,195.229204104468,-692.81691227667,146.034832529724,14084.9337673485
82.00039029121399,-1390579.16141845,-5279618.69654536,3314094.49524777,-72.2744551582486,-289.443606494643,197.269999576428,-707.306500023231,151.296020330861,14439.2077145195
83.00039029121399,-1390652.96495343,-5279910.7102564,3314292.71145144,-75.3099283809635,-294.672025013704,199.367925756175,-720.436682036147,154.804736329243,14799.5220236816
84.00040030479431,-1390729.80549834,-5280207.84617328,3314493.33485323,-78.3870825727274,-299.662506646716,202.073174685445,-732.653668823652,156.408187579364,15165.9809254874
85.00040030479431,-1390809.65327626,-5280509.85739967,3314696.99691481,-81.3246753238128,-304.450840586384,205.450587971432,-744.623578943312,156.066908909008,15538.7015022673
86.00041007995605,-1390892.26288541,-5280816.62900859,3314904.23622676,-83.6546082401888,-309.371661391313,209.201358866872,-756.895556120202,154.023994002491,15917.8147958806
87.00041007995605,-1390976.76908583,-5281128.7080992,3315115.25292048,-85.2703639528461,-314.895438766303,213.004104830666,-769.480384532362,151.418636258692,16303.688527436
88.00041007995605,-1391062.64143761,-5281446.57969919,3315329.92597108,-86.5253588025223,-320.985139989479,216.497910186922,-782.101956894621,148.993569450453,16696.5453508338
89.00042009353638,-1391149.99869418,-5281770.65047797,3315547.98721312,-88.2667403730658,-327.358039660251,219.70909631237,-794.312430870719,146.735634237528,17096.6081366055
90.0004301071167,-1391239.37871405,-5282101.09793314,3315769.41552719,-90.4911549160798,-333.73703647391,223.150529886938,-805.934122389182,144.090766789392,17504.1297547622
91.0004301071167,-1391331.07558654,-5282438.08748499,3315994.25770036,-92.8419161253545,-340.379007455983,226.678733468257,-816.885451097973,140.776445213705,17919.3352539195
92.0004301071167,-1391424.933348,-5282781.82938738,3316222.76833682,-94.8620763505929,-347.212459883549,230.589136305788,-827.298877479509,137.03120421432,18342.4965945287
93.00044012069702,-1391520.81329305,-5283132.34098767,3316455.48198599,-96.8603304337139,-353.91922456373,235.048316668062,-837.639673094265,133.016745369881,18773.8752999473
94.00044012069702,-1391618.76176594,-5283489.6193427,3316692.77964634,-98.9736027066459,-360.817346937822,239.74742452758,-848.227886210196,128.679994424805,19213.6767337956
95.00045013427734,-1391718.73366453,-5283853.91020023,3316934.86944101,-100.980154328448,-367.969388075019,244.580916200164,-859.12379032746,124.144896460697,19662.2022193782
96.00045013427734,-1391820.71099548,-5284225.47730626,3317181.92707746,-102.988458511253,-375.311694464688,249.729970739719,-870.347440418787,119.510140541941,20119.7570393411
97.00046014785767,-1391924.75748654,-5284604.44793925,3317434.22768217,-105.186947399331,-382.856857547607,255.045447145574,-882.061086190864,114.741709165275,20586.6030517425
98.00046014785767,-1392031.03676708,-5284991.07661675,3317691.97354901,-107.363319117672,-390.62291000606,260.526667053838,-894.288070539013,109.73074233532,21063.0912524136
99.00047016143799,-1392139.51637994,-5285385.68331365,3317955.14445962,-109.613241317482,-398.806657922794,265.95480326075,-906.855248796754,104.608928985894,21549.4685860258
100.00047016143799,-1392250.21293918,-5285788.64929735,3318223.70944759,-111.806059624398,-407.391463834955,271.297095038754,-919.543252838776,99.4708006493747,22046.0377684347
101.00048041343689,-1392363.04375382,-5286200.34096552,3318497.69896144,-113.844331155533,-416.240702629114,276.766425287018,-932.205606912263,94.5183898694813,22553.0994700901
102.00048041343689,-1392477.92165272,-5286621.00568739,3318777.16982629,-115.997304860814,-425.344957227952,282.314554551298,-944.778449848294,89.923377212137,23070.8686802126
103.00049042701721,-1392595.0254291,-5287050.90353328,3319062.23072858,-118.204069098021,-434.711730750778,287.899451134849,-957.200734042563,85.5613927468657,23599.6557070641
104.00049042701721,-1392714.36981644,-5287490.27290859,3319352.90897654,-120.510818456641,-444.340221972502,293.575458154448,-969.374563938938,81.4865676332265,24139.6749994736
105.00050020217896,-1392836.11982466,-5287939.40055594,3319649.30091466,-123.029127466035,-454.169929154594,299.349927731862,-981.216913700104,77.5980148874223,24691.2495070212
106.00050020217896,-1392960.4313715,-5288398.40643932,3319951.5913109,-125.606660265021,-464.116302483203,305.353824318704,-992.804633471183,73.7556260023266,25254.6082228692
107.00050020217896,-1393087.30882949,-5288867.40286644,3320260.0475951,-128.144081638957,-474.173954367134,311.710508332056,-1004.30869962461,69.9878136496991,25829.9837123826
108.00051021575928,-1393216.68161608,-5289346.51584423,3320575.00457799,-130.656909429059,-484.397572742319,318.374081760971,-1015.96040762216,66.4114889763296,26417.6385125862
109.00051021575928,-1393348.61256473,-5289835.999051,3320896.66793172,-133.211544306686,-494.889578669643,325.055468788437,-1027.79968376365,63.0311101227999,27017.9027309762
110.0005202293396,-1393483.12842455,-5290336.09303153,3321225.01025455,-135.870087969514,-505.655930839241,331.810511374673,-1039.679372577,59.8878801111132,27630.9668105664
111.0005202293396,-1393620.30929957,-5290847.09521822,3321560.12132346,-138.560986981085,-516.700413944076,338.606864529008,-1051.51665260363,56.97976850532,28257.1406434998
112.00053024291992,-1393760.17088052,-5291369.24021765,3321902.20322037,-141.156627380502,-527.912961160549,345.704478438434,-1063.36415976845,54.3586469180882,28896.7264438886
113.00053024291992,-1393902.57490998,-5291902.67914982,3322251.49800909,-143.6871144522,-539.308783108513,353.07384044078,-1075.37048397586,52.2249539252371,29549.944644195
114.00054025650024,-1394047.52907792,-5292447.65246622,3322608.18984876,-146.269580732775,-550.984386575795,360.459662242664,-1087.57106928341,50.6412087716162,30217.0912481835
115.00054025650024,-1394195.08842374,-5293004.4157374,3322972.31847543,-148.885396617704,-562.911980629773,367.951912811609,-1099.86470320635,49.6210752800107,30898.4101187037
116.00055027008057,-1394345.29117008,-5293573.19115332,3323344.02951733,-151.612732628984,-574.988199737113,375.683197471029,-1112.25916403439,49.1872371472418,31594.1688165683
117.00055027008057,-1394498.26215521,-5294154.10269014,3323723.53085557,-154.432150959093,-587.21960500468,383.526381715439,-1124.85281578824,49.2357506174594,32304.6048836997
118.00056028366089,-1394654.13865312,-5294747.32327079,3324110.98680797,-157.401258217019,-599.612760700413,391.565694902073,-1137.6808566805,49.6632248722017,33029.9764229273
119.00056028366089,-1394813.05785783,-5295353.07497816,3324506.51637766,-160.49941400711,-612.26084610492,399.67212998658,-1150.715403134,50.3809712119401,33770.5586395878
120.00057029724121,-1394975.0979789,-5295971.63990827,3324910.12741736,-163.669771332697,-625.288679165752,407.705067442052,-1163.81188002601,51.3844916019589,34526.6058208626
121.00057029724121,-1395140.38578188,-5296603.40000837,3325321.7463794,-166.988836580545,-638.653038593268,415.699277657004,-1176.70036250819,52.6442479528487,35298.4231187617
122.00058007240295,-1395309.06324966,-5297248.68064387,3325741.38731334,-170.45631600725,-652.28324299426,423.762320173323,-1189.21174647659,54.0968283805996,36086.3176852493
123.00058007240295,-1395481.2447408,-5297907.65566889,3326169.17158225,-173.99004781558,-666.080201078136,432.026688503331,-1201.34744488169,55.6650314759463,36890.5211085463
124.00058007240295,-1395656.99332412,-5298580.52142523,3326605.40779264,-177.582334001531,-680.012570829657,440.639964058727,-1213.26350819692,57.3360352218151,37711.3695707563
125.00059008598328,-1395836.32969785,-5299267.36582664,3327050.33825519,-181.190677078557,-694.072039620544,449.44437547238,-1225.11923461966,59.1125517953187,38549.065997934
126.00059008598328,-1396019.3201652,-5299968.39768393,3327504.15226223,-184.909406259149,-708.401061574212,458.359977121769,-1236.96250734478,60.9818187821656,39403.8956654444
127.0006000995636,-1396206.08471044,-5300683.90826751,3327966.87573457,-188.729711487763,-723.017286468706,467.292888421359,-1248.65423662588,62.8951485492289,40276.1389129879
128.0006000995636,-1396396.71219572,-5301414.1609698,3328438.60322401,-192.633603289809,-737.86980591164,476.361472044029,-1260.13168518711,64.8306066170335,41166.0818766961
129.00061011314392,-1396591.2548653,-5302159.3311031,3328919.49600615,-196.571409472339,-752.888222542861,485.650209100785,-1271.43753476813,66.7813492808491,42073.9645406213
130.00061011314392,-1396789.76468053,-5302919.61599462,3329409.78701624,-200.559444381981,-768.079400319448,495.172896724015,-1282.66435061395,68.7473701220006,43000.082214484
131.00062012672424,-1396992.31284687,-5303695.17990645,3329909.66537642,-204.650313125212,-783.461633720055,504.828400339563,-1293.88140375447,70.697255205363,43944.6843291745
132.00062012672424,-1397198.99591649,-5304486.26664438,3330419.2989409,-208.751640421387,-798.795296118853,514.446696600529,-1305.09690337721,72.5946716312319,44908.0805474836
133.00063014030457,-1397409.363199,-5305291.1195455,3330937.5599879,-212.042581791152,-811.140785960107,522.183818793822,-1316.28812999092,74.4261328913271,45888.1354329512
134.00063014030457,-1397621.75170214,-5306103.72381207,3331460.66054246,-213.894835348423,-818.307864356288,526.676996299927,-1327.45552800596,76.2800389677286,46877.5492390441
135.0006401538849,-1397835.40693785,-5306921.22978824,3331986.82402354,-214.247548122307,-819.764306564452,527.592906827615,-1338.61025599856,78.1607425305992,47872.8801798634
136.0006401538849,-1398049.7479253,-5307741.31821358,3332514.60765687,-213.943962287594,-818.547156902641,526.855275088416,-1349.75972811412,80.0346482880414,48871.3359064301
137.0006504058838,-1398264.19574222,-5308561.67232599,3333042.56707718,-213.697609226378,-817.396693245041,526.17257655465,-1360.90850982815,81.8666128367186,49870.1257573739
138.0006504058838,-1398478.17082238,-5309379.98211974,3333569.26451205,-213.492759270416,-816.279159070514,525.495216731538,-1372.06349449418,83.6242377646267,50866.4679374686
139.00066018104553,-1398691.54565561,-5310195.61379839,3334094.2919071,-213.335564808676,-815.1949257112,524.818602339077,-1383.21094562206,85.2633120827377,51859.5990207298
140.00066018104553,-1398904.845531,-5311010.39742318,3334618.75584715,-213.213482051023,-814.160497912814,524.143764553564,-1394.30922209844,86.7353593800217,52851.7203858197
141.00067019462585,-1399118.00245561,-5311824.08707393,3335142.49832238,-213.120772117789,-813.158266260129,523.484119993889,-1405.35571940336,88.0440675709397,53842.5319488412
142.00067019462585,-1399331.08583782,-5312636.86518829,3335665.64529885,-213.035283716727,-812.187021131129,522.858280932753,-1416.35734621994,89.1655596140772,54832.2649969375
143.00068020820618,-1399543.95207445,-5313448.15615107,3336187.83442321,-212.476847008076,-809.488876183009,521.162457222109,-1427.31228390895,90.0909367483109,55820.2244102657
144.00068020820618,-1399755.62316455,-5314254.49172403,3336706.89985559,-210.698056687577,-802.336335144777,516.649885039373,-1438.23900268786,90.8925911597908,56802.206405622
145.00068020820618,-1399965.32657165,-5315052.94586747,3337220.99516601,-208.697721884003,-794.300870119174,511.591708230821,-1449.12997095194,91.5726312957704,57774.6658787401
146.0006902217865,-1400173.05487889,-5315843.40376048,3337730.04540521,-206.699819840615,-786.281500129881,506.528468949698,-1459.97984516714,92.1055268868804,58737.4674070887
147.0006902217865,-1400378.77049946,-5316625.84348441,3338234.02588954,-204.704437694135,-778.26421107591,501.467988792556,-1470.78361063171,92.5270030014217,59690.5718787247
148.00070023536682,-1400582.48836128,-5317400.26543566,3338732.95657206,-202.712814983519,-770.249159674737,496.417287365578,-1481.55607945006,92.8204987365752,60633.9932267945
149.00070023536682,-1400784.21922159,-5318166.6827523,3339226.84437309,-200.72165627569,-762.242757895824,491.373037696992,-1492.29523359798,92.9778954163194,61567.7482445147
150.00071024894714,-1400983.97490351,-5318925.11786991,3339715.69535818,-198.728975579425,-754.247301122854,486.329028945305,-1502.99357177038,92.9926273096353,62491.86119866
151.00071024894714,-1401181.7065323,-5319675.53743115,3340199.49787573,-196.737238185616,-746.263491611682,481.288292038768,-1513.66427233163,92.9096615631133,63406.2878284222
152.00072026252747,-1401377.46090095,-5320417.99953712,3340678.28078889,-194.745906997438,-738.287917682639,476.248875293553,-1524.29682715237,92.6937705408782,64311.101326582
153.00072026252747,-1401571.21985375,-5321152.48817401,3341152.0184202,-192.754584543057,-730.319099709476,471.213055086479,-1534.87990550883,92.3606172502041,65206.2711766949
154.0007302761078,-1401762.98178076,-5321879.00630051,3341620.73376239,-190.764321945228,-722.356121124207,466.179427935514,-1545.43176825065,91.9129240121692,66091.8114070483
155.0007302761078,-1401952.7641251,-5322597.57938958,3342084.41645966,-188.785654777474,-714.407330929461,461.162460851373,-1555.92878215946,91.3387188147753,66967.7414957276
156.00074005126953,-1402140.55359569,-5323308.17644653,3342543.08311204,-186.802237885433,-706.457628658069,456.141242658423,-1566.40218703076,90.6437897533178,67834.0415449897
157.00074005126953,-1402326.36231738,-5324010.84025079,3342996.74435363,-184.816239112704,-698.510396039319,451.124244563767,-1576.83820447698,89.8272229731083,68690.7550741369
158.00075006484985,-1402510.17583194,-5324705.54887639,3343445.3819016,-182.830119838574,-690.566336317362,446.112650261746,-1587.23421365023,88.8987802714109,69537.8513227506
159.00075006484985,-1402692.02563843,-5325392.33700453,3343889.03413823,-180.851752813373,-682.631652550778,441.113819988145,-1597.60139137227,87.8334765154868,70375.3857360883
160.00076007843018,-1402871.89075005,-5326071.18202817,3344327.6899023,-178.865564397974,-674.694804524748,436.109379014113,-1607.94432507735,86.6481783222407,71203.3292656904
161.00076007843018,-1403049.7612055,-5326742.06950432,3344761.33862653,-176.879203713963,-666.761038486605,431.108154864069,-1618.26260877308,85.3498141057789,72021.6623199861
162.00076007843018,-1403225.64843838,-5327405.04886719,3345189.98946644,-174.891361969589,-658.832623751334,426.109503662584,-1628.53801014088,83.9401962142438,72830.4330009129
163.0007700920105,-1403399.55765443,-5328060.1571671,3345613.67974275,-172.903988065969,-650.906521058157,421.112311493055,-1638.78306332882,82.4244523141533,73629.6924366001
164.0007700920105,-1403570.75,-5328705,3346032,-170.848953421291,-642.682195500852,415.945834621527,-1649.93631795421,80.9235808067024,74417.0881121019
165.00078010559082,-1403740.75,-5329344,3346445.5,-168.861989996487,-634.768176027894,410.953993869423,-1660.06888413988,79.0354734137654,75196.8928891607
166.00078010559082,-1403908.75,-5329975,3346853.75,-166.879885478158,-626.857408260763,405.965835202534,-1669.99362652283,77.0279801767319,75966.9248345206
167.00079011917114,-1404074.875,-5330598.5,3347257.25,-164.89246906335,-618.946599982619,400.978611645206,-1679.8686615983,74.9086237754673,76727.8839581599
